"dataset_id","city","state","source","type","label","ward_name","ward_number","area_sq_km","perimeter_km","compactness","centroid_lon","centroid_lat","num_vertices"
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 5","5",0.9071,5.1117,0.436235,85.913884,20.51879,70
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 11","11",0.1638,1.6566,0.750175,85.924798,20.535675,14
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 12","12",1.0443,5.274,0.471787,85.928682,20.541493,511
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 4","4",0.1624,1.7189,0.690783,85.918962,20.522534,27
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 7","7",0.2973,3.0288,0.407324,85.926675,20.533446,32
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 8","8",1.0007,4.0778,0.756259,85.918436,20.532247,28
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 17","17",3.5563,10.8889,0.376908,85.897226,20.53361,565
"choudwar","Choudwar","Odisha","SBM/ramSeraph","wards","Wards","Ward 19","19",0.308,2.2828,0.742721,85.914087,20.54513,53
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 11","11",0.2017,2.2214,0.513522,78.89948,17.256986,33
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 16","16",0.4093,2.7127,0.699032,78.894675,17.246057,42
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 14","14",1.478,5.1877,0.690148,78.903107,17.244768,66
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 9","9",2.038,7.7744,0.423715,78.894865,17.271226,71
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 15","15",2.7411,7.8241,0.562688,78.906666,17.234028,118
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 7","7",1.8031,7.0529,0.455502,78.875512,17.253831,72
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 13","13",1.9912,7.1119,0.494701,78.912819,17.251444,76
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 20","20",0.1381,1.5196,0.751723,78.895521,17.250919,31
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 10","10",0.287,2.4053,0.623394,78.901227,17.260731,34
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 12","12",0.7032,4.7564,0.390615,78.903763,17.256348,72
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 2","2",3.8698,12.6931,0.301833,78.925181,17.262783,131
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 4","4",5.6025,16.6487,0.253999,78.91222,17.22094,191
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 17","17",0.2893,3.0452,0.392021,78.891324,17.250123,49
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 8","8",7.3641,11.3492,0.718455,78.879383,17.2695,89
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 6","6",4.5559,12.8392,0.347305,78.876393,17.245295,157
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 18","18",0.3218,3.1597,0.405012,78.889635,17.252485,38
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 1","1",6.42,12.3941,0.525185,78.913694,17.272443,96
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 5","5",8.7113,16.8157,0.387137,78.86978,17.228551,159
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 19","19",0.4512,2.8388,0.703595,78.894143,17.257245,36
"choutuppal","Choutuppal","Telangana","SBM/ramSeraph","wards","Wards","Ward 3","3",8.1274,22.8414,0.195756,78.93011,17.251943,197
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","04-SENANI NAGAR","4",0.2324,2.439,0.491007,83.573953,27.240215,38
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","15-GURU GORAKSHNATH NAGAR","15",0.8506,4.6199,0.500817,83.579515,27.244885,69
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","13-MAHANT AVAIDYANATH NAGAR","13",0.7014,3.8947,0.58107,83.569071,27.246631,56
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","07-MAHARANA PRATAP NAGAR","7",0.5328,3.9002,0.44013,83.581479,27.240236,35
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","09-LOHIYA NAGAR","9",0.8392,4.1086,0.624699,83.565063,27.234555,46
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","06-CHITRAGUPT NAGAR","6",0.7184,5.1564,0.339526,83.559379,27.242474,56
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","02-RAJAJIPUAM","2",1.6427,6.6563,0.465908,83.574272,27.26162,47
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","12-VIVEKANAND NAGAR","12",1.2825,5.3196,0.569492,83.56676,27.257593,44
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","05-SHIVAJI NAGAR","5",1.2561,5.6695,0.491081,83.555844,27.237115,46
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","14-DEEN DAYAL UPADHYAY NAGAR","14",1.038,4.6822,0.594978,83.587537,27.255734,22
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","03-SARDAR PATEL NAGAR","3",1.0179,4.8229,0.549924,83.572942,27.234133,24
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","11-ATAL BIHARI VAJPAYEE NAGAR","11",1.784,5.867,0.651279,83.559048,27.249631,56
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","08-SONARI DEVI NAGAR","8",1.5117,5.3747,0.657635,83.553572,27.261087,49
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","10-DIGVIJAY NATH NAGAR","10",0.6334,4.9159,0.329372,83.581634,27.249001,58
"chowk","Chowk","Uttar Pradesh","SBM/ramSeraph","wards","Wards","01-AMBEDKAR NAGAR","1",0.6395,4.3782,0.419236,83.580072,27.254217,43
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Laldarwaja","1",0.4433,2.7337,0.745482,82.885398,25.124978,59
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Nagarpur","2",0.3086,2.9316,0.451228,82.877635,25.114445,70
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Saray Tekaur Uttari","8",0.0983,1.5502,0.513778,82.873205,25.120431,31
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Settelment Area","7",0.2239,1.9431,0.745173,82.882337,25.131089,45
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Saray Tekaur Pashchimi","9",0.1694,1.9651,0.551167,82.871504,25.118156,43
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Dumduma","10",2.8782,7.7888,0.596196,82.880989,25.099847,153
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Saddupur Dakshini","25",0.0438,1.0218,0.526862,82.882485,25.127137,27
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Sahabram Gola","3",0.0258,0.6534,0.759239,82.882455,25.125874,18
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Usamanpur","6",0.4287,3.5402,0.429865,82.874733,25.111389,79
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Bharpur","4",0.2071,2.2698,0.50516,82.878232,25.121,56
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Saray Tekaur Dakshini","5",0.0878,1.2765,0.676932,82.872886,25.115568,31
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Sabji Mahal","19",0.0264,0.6576,0.768469,82.880235,25.124679,19
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Chakaipur","11",0.7686,3.501,0.78802,82.889977,25.134164,67
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Daragah Sharif Utaari","16",0.2906,2.5487,0.562148,82.868804,25.114958,52
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Kazitola, Balughat","18",0.2012,2.1862,0.528888,82.876679,25.127261,46
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Baharamganj Purvi","20",0.4728,2.877,0.717829,82.862522,25.111002,45
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Aibakpur","22",0.1329,1.9013,0.46206,82.885028,25.132835,46
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Saddupur Mohana Uttari","12",0.0911,1.5484,0.477396,82.885307,25.129317,36
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Dargah Sharif Dakshini","13",0.5698,3.8362,0.486509,82.867272,25.109867,69
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Bharpur Line","14",0.3381,2.6807,0.591332,82.875017,25.12326,60
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Belbeer","15",0.091,1.3926,0.589699,82.880015,25.12917,32
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Daragah Sharif Purvi","17",0.591,3.0782,0.7838,82.87557,25.106133,61
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Gangeshwarnath","23",0.0466,0.9065,0.713039,82.879494,25.12651,22
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Mochitola","24",0.0223,0.6175,0.735479,82.880974,25.125965,17
"chunar","Chunar","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Bharamganj/Tammalganj","21",1.3556,5.0637,0.664365,82.861176,25.104583,94
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 12","12",1.3931,6.8109,0.377392,81.679687,24.445077,610
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 5","5",0.3916,4.1678,0.283298,81.66597,24.419932,177
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 9","9",0.5616,5.9577,0.198846,81.672286,24.442924,365
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 10","10",0.9764,8.6525,0.163886,81.675127,24.44026,750
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 1","1",2.3196,7.0694,0.583246,81.659088,24.430638,249
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 8","8",0.0601,1.2157,0.510933,81.669744,24.426848,82
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 14","14",1.1703,6.2685,0.374258,81.68108,24.427629,304
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 7","7",4.5256,11.945,0.398574,81.6749,24.408774,326
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 6","6",2.4128,8.7732,0.39393,81.659723,24.413847,378
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 15","15",3.6725,9.5206,0.509144,81.69109,24.421132,376
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 3","3",0.1518,1.8251,0.57286,81.667166,24.427565,93
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 11","11",0.1309,2.0558,0.389126,81.672299,24.428232,100
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 2","2",0.3716,2.7748,0.606428,81.667796,24.432048,122
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 4","4",0.6229,5.5436,0.254696,81.663718,24.422328,135
"churhat","Churhat","Madhya Pradesh","SBM/ramSeraph","wards","Wards","Ward 13","13",0.533,4.5084,0.329525,81.68302,24.434456,234
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Churk Bazar Purvi Bhag","10",0.1777,1.8311,0.66615,83.09506,24.636262,33
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Double Story","6",0.3172,3.3912,0.34656,83.10575,24.637218,30
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Labour Colony Uttari Bhag","8",0.3669,2.5619,0.702394,83.092684,24.641433,28
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Churk Bazar Paschimi Bhag","1",0.1784,1.7342,0.745393,83.090132,24.637068,33
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Ghurma Colony Daksini Bhag","3",0.3987,2.5087,0.796081,83.101466,24.639544,24
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Officers Colony","4",0.0193,0.577,0.728372,83.098456,24.636129,16
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Labour Colony Daksini Bhag","5",0.3121,3.5433,0.312381,83.1065,24.634215,41
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Chaneve Colony","9",0.3928,2.9464,0.568583,83.079214,24.635361,65
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Ghurma Colony Uttari Bhag","2",0.5888,3.5394,0.590647,83.085266,24.634777,62
"churk_ghurma","Churk Ghurma","Uttar Pradesh","SBM/ramSeraph","wards","Wards","Staff Colony","7",0.1967,1.9395,0.657093,83.096611,24.639783,23
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 19","19",1.3996,6.5824,0.405915,74.953671,28.28596,94
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 16","16",0.1508,2.4502,0.31556,74.960165,28.292541,37
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 15","15",0.818,7.2004,0.198278,74.954369,28.293303,64
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 59","59",0.9961,4.3593,0.658676,74.960067,28.313739,45
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 60","60",0.2954,3.5883,0.288344,74.955426,28.310614,149
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 56","56",0.1399,1.9349,0.469677,74.965752,28.311185,33
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 54","54",0.4215,3.6224,0.403689,74.964417,28.318378,29
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 53","53",0.1103,1.566,0.565204,74.969216,28.314005,38
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 5","5",0.0846,1.4009,0.541702,74.956263,28.3018,26
"churu","Churu","Rajasthan","SBM/ramSeraph","wards","Wards","Ward 1","1",2.0691,8.2919,0.37817,74.94168,28.304108,43
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Dulpur Street","8",0.2162,2.3957,0.473395,82.321549,19.140423,149
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Soura Street, Basuli Road Nuaguda","2",0.6034,3.586,0.589677,82.334799,19.145907,170
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Kalanji Street","3",0.2379,2.0206,0.732137,82.331055,19.148297,96
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Belema Street","5",0.0896,1.5203,0.486982,82.325965,19.143854,89
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Bondaguda","13",0.6002,4.412,0.387489,82.31649,19.133936,359
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Mohanty Street, Daily Market","7",0.0251,0.7824,0.514978,82.326067,19.141216,97
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Mission Compound, Non Veg-Market","11",0.4015,2.92,0.591782,82.322339,19.135352,217
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Mirgan Street, Bododwara Street","9",0.072,1.4119,0.454084,82.326425,19.139882,368
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Telugu Street","4",0.1309,1.7469,0.538888,82.327634,19.144963,89
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Karan Street","6",0.2565,2.5226,0.506571,82.321937,19.143413,157
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","Mangali Street, Hospital","10",0.5293,3.4636,0.554396,82.328616,19.136695,276
"ckotpad","Ckotpad","Odisha","SBM/ramSeraph","wards","Wards","U.K.I.Colony, Upper Colony, N.A.C.Colony,Block Colony, Aahar Center","12",0.7107,4.0323,0.549266,82.314887,19.141113,220
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 21","21",0.0383,0.8891,0.608841,76.938978,11.927737,28
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 10","10",3.2835,9.1534,0.492477,76.954217,11.913248,294
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 22","22",0.338,3.1893,0.417639,76.945777,11.929317,105
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 9","9",0.6687,3.954,0.537457,76.943223,11.918512,127
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 31","31",0.4379,3.7055,0.400781,76.960528,11.936238,164
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 7","7",0.8593,5.056,0.4224,76.928393,11.92034,182
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 8","8",0.0729,1.1695,0.670169,76.936315,11.923755,64
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 29","29",0.9652,5.6047,0.386101,76.96593,11.926947,235
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 5","5",0.1053,1.7425,0.435627,76.934607,11.917339,75
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 11","11",0.0971,2.2349,0.244297,76.940171,11.923488,100
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 27","27",0.3434,2.773,0.56118,76.958772,11.926254,84
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 23","23",0.4149,3.5267,0.419183,76.945045,11.932472,146
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 4","4",0.904,5.413,0.387686,76.930171,11.91256,198
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 13","13",0.1073,1.6231,0.511893,76.942566,11.926195,74
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 17","17",0.5147,3.4932,0.530018,76.94078,11.936127,99
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 26","26",0.5235,3.0404,0.711606,76.953249,11.9255,80
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 30","30",0.6925,4.1164,0.51355,76.966593,11.935081,185
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 16","16",0.9615,4.8674,0.509972,76.934461,11.935342,103
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 25","25",0.6131,3.6213,0.587537,76.954617,11.93184,150
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 1","1",0.5937,4.1994,0.423027,76.945327,11.905154,158
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 19","19",0.0495,0.9049,0.759973,76.938896,11.929191,35
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 20","20",1.7543,6.7212,0.487987,76.928566,11.928814,188
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 24","24",0.3548,2.8548,0.547092,76.946397,11.936934,102
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 18","18",0.0232,0.9807,0.302747,76.939674,11.930305,46
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 14","14",0.2048,2.8777,0.310791,76.944633,11.923105,155
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 3","3",0.6629,4.5246,0.406905,76.935791,11.9094,187
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 15","15",0.4193,3.5775,0.411663,76.947933,11.924273,105
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 6","6",0.1773,2.5852,0.333284,76.936309,11.919179,90
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 2","2",0.9085,5.0334,0.450598,76.940466,11.911815,144
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 12","12",0.1,1.3702,0.669199,76.938933,11.925759,55
"cmc_chamajanagar","Cmc Chamajanagar","Karnataka","SBM/ramSeraph","wards","Wards","Ward 28","28",0.1116,1.7904,0.43755,76.961539,11.930349,102
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 2","2",0.2311,2.5925,0.432151,77.263369,8.187641,48
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 3","3",0.1882,1.773,0.752272,77.262609,8.1825,52
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 4","4",0.1893,2.284,0.456033,77.258621,8.181046,53
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 7","7",0.122,1.6803,0.542873,77.252528,8.180314,40
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 13","13",0.2525,2.6184,0.462842,77.264318,8.177425,74
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 16","16",0.1024,1.476,0.590831,77.259949,8.17664,49
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 19","19",0.073,1.2773,0.562272,77.249639,8.175495,28
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 1","1",0.7168,4.2321,0.502939,77.259023,8.187188,95
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 6","6",0.058,1.2917,0.437174,77.254312,8.181034,56
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 9","9",0.0659,1.1702,0.605033,77.249982,8.177209,27
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 10","10",0.0671,1.3181,0.485012,77.253214,8.177074,36
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 18","18",0.1354,2.1668,0.362474,77.254144,8.175949,53
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 21","21",0.0243,0.725,0.581456,77.248273,8.174048,11
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 24","24",0.1771,3.7971,0.154335,77.262654,8.169982,35
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 8","8",0.0763,1.1505,0.723996,77.250636,8.178898,30
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 12","12",0.12,1.5734,0.609387,77.262363,8.178477,33
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 14","14",0.0701,1.2323,0.58003,77.262535,8.172832,38
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 20","20",0.0285,0.6824,0.770377,77.246958,8.174246,33
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 22","22",0.0566,0.9922,0.722333,77.249821,8.173577,15
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 5","5",0.0876,1.4025,0.559387,77.256555,8.179397,22
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 11","11",0.1382,2.2448,0.344744,77.257185,8.176903,44
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 15","15",0.0542,1.0484,0.61977,77.260808,8.173748,32
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 17","17",0.1374,2.0559,0.40845,77.258628,8.173957,49
"colachel","Colachel","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 23","23",0.0899,1.3076,0.660571,77.253144,8.173535,34
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 4","4",0.1311,1.7251,0.553759,76.788872,11.353599,53
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 22","22",0.2648,2.3773,0.58883,76.80249,11.351091,47
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 23","23",0.9625,5.0282,0.478394,76.810984,11.355551,77
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 2","2",0.32,2.9365,0.466359,76.784948,11.349323,71
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 8","8",2.0314,7.9363,0.405285,76.807966,11.364733,65
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 12","12",0.0481,1.4642,0.282047,76.792307,11.350673,41
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 18","18",0.0584,1.5387,0.30972,76.793487,11.346571,45
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 19","19",0.0428,1.1762,0.38879,76.794967,11.346521,36
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 244","24",3.7163,11.4337,0.357227,76.812615,11.346061,129
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 25","25",0.0163,0.6326,0.512892,76.795961,11.345357,29
"coonoor","Coonoor","Tamil Nadu","SBM/ramSeraph","wards","Wards","Ward 28","28",0.4086,2.8837,0.617417,76.794656,11.340215,39
