source_district,dest_district,source_year,dest_year,filter_state
Dakshin Kannad,Dakshina Kannada,1981,1991,Karnataka
Dakshin Kannad,Dakshina Kannada,1981,1991,Karnataka
Dakshina Kannada,Dakshina Kannada,1991,2001,Karnataka
Dakshina Kannada,Udupi,1991,2001,Karnataka
Dakshina Kannada,Dakshina Kannada,2001,2011,Karnataka
Dakshina Kannada,Dakshina Kannada,2011,2024,Karnataka
Daman,Daman,1951,1961,Daman & Diu
Daman,Daman,1961,1971,Daman & Diu
Daman,Daman,1971,1981,Daman & Diu
Daman,Daman,1981,1991,Daman & Diu
Daman,Daman,1991,2001,Daman & Diu
Daman,Daman,2001,2011,Daman & Diu
Daman,Daman,2011,2024,Daman & Diu
Damoh,Damoh,1961,1971,Madhya Pradesh
Damoh,Damoh,1971,1981,Madhya Pradesh
Damoh,Damoh,1981,1991,Madhya Pradesh
Damoh,Damoh,1991,2001,Madhya Pradesh
Damoh,Damoh,2001,2011,Madhya Pradesh
Damoh,Damoh,2011,2024,Madhya Pradesh
Dangs,Dangs,1951,1961,Gujarat
Dangs,The Dangs,1961,1971,Gujarat
Dantewada,Dakshin Bastar Dantewada,2001,2011,Chhattisgarh
Dantewada,Bijapur,2001,2011,Chhattisgarh
Dantewada,Dakshin Bastar Dantewada,2001,2011,Chhattisgarh
Darbhanga,Darbhanga,1951,1961,Bihar
Darbhanga,Darbhanga,1951,1961,Bihar
Darbhanga,Darbhanga,1951,1961,Bihar
Darbhanga,Darbhanga,1961,1971,Bihar
Darbhanga,Darbhanga,1961,1971,Bihar
Darbhanga,Darbhanga,1961,1971,Bihar
Darbhanga,Madhubani,1971,1981,Bihar
Darbhanga,Darbhanga,1971,1981,Bihar
Darbhanga,Samastipur,1971,1981,Bihar
Darbhanga,Darbhanga,1981,1991,Bihar
Darbhanga,Darbhanga,1991,2001,Bihar
Darbhanga,Darbhanga,2001,2011,Bihar
Darbhanga,Darbhanga,2011,2024,Bihar
Darjeeling,Darjeeling,1951,1961,West Bengal
Darjeeling,Darjeeling,1951,1961,West Bengal
Darjeeling,Darjeeling,1961,1971,West Bengal
Darjeeling,Darjeeling,1961,1971,West Bengal
Darjeeling,Darjiling,1971,1981,West Bengal
Darjeeling,Darjiling,1971,1981,West Bengal
Darjiling,Darjiling,1981,1991,West Bengal
Darjiling,Darjiling,1981,1991,West Bengal
Darjiling,Darjiling,1991,2001,West Bengal
Darjiling,Darjiling,1991,2001,West Bengal
Darjiling,Darjiling,2001,2011,West Bengal
Darjiling,Darjiling,2001,2011,West Bengal
Darjiling,Darjiling,2011,2024,West Bengal
Darjiling,Kalimpong,2011,2024,West Bengal
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1951,1961,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1961,1971,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Darrang,1971,1981,Assam
Darrang,Sonitpur,1981,1991,Assam
Darrang,Darrang,1981,1991,Assam
Darrang,Darrang,1981,1991,Assam
Darrang,Darrang,1981,1991,Assam
Darrang,Sonitpur,1981,1991,Assam
Darrang,Darrang,1981,1991,Assam
Darrang,Darrang,1991,2001,Assam
Darrang,Darrang,1991,2001,Assam
Darrang,Darrang,1991,2001,Assam
Darrang,Darrang,1991,2001,Assam
Darrang,Baksa,2001,2011,Assam
Darrang,Darrang,2001,2011,Assam
Darrang,Udalguri,2001,2011,Assam
Darrang,Baksa,2001,2011,Assam
Darrang,Darrang,2011,2024,Assam
Datia,Datia,1951,1961,Madhya Pradesh
Datia,Datia,1961,1971,Madhya Pradesh
Datia,Datia,1971,1981,Madhya Pradesh
Datia,Datia,1981,1991,Madhya Pradesh
Datia,Datia,1991,2001,Madhya Pradesh
Datia,Datia,2001,2011,Madhya Pradesh
Datia,Datia,2011,2024,Madhya Pradesh
Dausa,Dausa,2001,2011,Rajasthan
Dausa,Dausa,2011,2024,Rajasthan
Davanagere,Davanagere,2001,2011,Karnataka
Davanagere,Davanagere,2011,2024,Karnataka
Debagarh,Debagarh,2001,2011,Odisha
Debagarh,Debagarh,2011,2024,Odisha
Dehra Dun,Dehra Dun,1951,1961,Uttarakhand
Dehra Dun,Dehra Dun,1961,1971,Uttarakhand
Dehra Dun,Dehra Dun,1971,1981,Uttarakhand
Dehra Dun,Dehra Dun,1981,1991,Uttarakhand
Dehra Dun,Dehradun,1991,2001,Uttarakhand
Dehradun,Dehradun,2001,2011,Uttarakhand
Dehradun,Dehradun,2011,2024,Uttarakhand
Delhi,Delhi,1951,1961,Delhi
Delhi,Delhi,1951,1961,Delhi
Delhi,Delhi,1951,1961,Delhi
Delhi,Delhi,1951,1961,Delhi
Delhi,Delhi,1951,1961,Delhi
Delhi,Delhi,1961,1971,Delhi
Delhi,Delhi,1961,1971,Delhi
Delhi,Delhi,1961,1971,Delhi
Delhi,Delhi,1961,1971,Delhi
Delhi,Delhi,1961,1971,Delhi
Delhi,Delhi,1971,1981,Delhi
Delhi,Delhi,1971,1981,Delhi
Delhi,Delhi,1971,1981,Delhi
Delhi,Delhi,1971,1981,Delhi
Delhi,Delhi,1971,1981,Delhi
Delhi,Delhi,1981,1991,Delhi
Delhi,Delhi,1981,1991,Delhi
Delhi,Delhi,1981,1991,Delhi
Delhi,Delhi,1981,1991,Delhi
Delhi,Delhi,1981,1991,Delhi
Delhi,North West,1991,2001,Delhi
Delhi,South,1991,2001,Delhi
Delhi,North East,1991,2001,Delhi
Delhi,East,1991,2001,Delhi
Delhi,South West,1991,2001,Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1951,1961,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1961,1971,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1971,1981,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,Delhi,1981,1991,NCT of Delhi
Delhi,North West,1991,2001,NCT of Delhi
Delhi,North,1991,2001,NCT of Delhi
Delhi,North East,1991,2001,NCT of Delhi
Delhi,East,1991,2001,NCT of Delhi
Delhi,New Delhi,1991,2001,NCT of Delhi
Delhi,Central,1991,2001,NCT of Delhi
Delhi,West,1991,2001,NCT of Delhi
Delhi,South West,1991,2001,NCT of Delhi
Delhi,South,1991,2001,NCT of Delhi
Deoghar,Deoghar,1991,2001,Jharkhand
Deoghar,Deoghar,2001,2011,Jharkhand
Deoghar,Deoghar,2011,2024,Jharkhand
Deoria,Deoria,1951,1961,Uttar Pradesh
Deoria,Deoria,1951,1961,Uttar Pradesh
Deoria,Deoria,1961,1971,Uttar Pradesh
Deoria,Deoria,1961,1971,Uttar Pradesh
Deoria,Deoria,1971,1981,Uttar Pradesh
Deoria,Deoria,1971,1981,Uttar Pradesh
Deoria,Deoria,1981,1991,Uttar Pradesh
Deoria,Deoria,1981,1991,Uttar Pradesh
Deoria,Deoria,1991,2001,Uttar Pradesh
Deoria,Kushinagar,1991,2001,Uttar Pradesh
Deoria,Deoria,2001,2011,Uttar Pradesh
Deoria,Deoria,2011,2024,Uttar Pradesh
Dewas,Dewas,1951,1961,Madhya Pradesh
Dewas,Dewas,1961,1971,Madhya Pradesh
Dewas,Dewas,1971,1981,Madhya Pradesh
Dewas,Dewas,1981,1991,Madhya Pradesh
Dewas,Dewas,1991,2001,Madhya Pradesh
Dewas,Dewas,2001,2011,Madhya Pradesh
Dewas,Dewas,2011,2024,Madhya Pradesh
Dhalai,Dhalai,2001,2011,Tripura
Dhalai,Dhalai,2011,2024,Tripura
Dhamtari,Dhamtari,2001,2011,Chhattisgarh
Dhamtari,Dhamtari,2011,2024,Chhattisgarh
Dhanbad,Dhanbad,1951,1961,Jharkhand
Dhanbad,Dhanbad,1951,1961,Jharkhand
Dhanbad,Dhanbad,1961,1971,Jharkhand
Dhanbad,Dhanbad,1961,1971,Jharkhand
Dhanbad,Dhanbad,1971,1981,Jharkhand
Dhanbad,Dhanbad,1971,1981,Jharkhand
Dhanbad,Dhanbad,1981,1991,Jharkhand
Dhanbad,Dhanbad,1981,1991,Jharkhand
Dhanbad,Dhanbad,1991,2001,Jharkhand
Dhanbad,Bokaro,1991,2001,Jharkhand
Dhanbad,Dhanbad,2001,2011,Jharkhand
Dhanbad,Dhanbad,2011,2024,Jharkhand
Dhar,Dhar,1951,1961,Madhya Pradesh
Dhar,Dhar,1961,1971,Madhya Pradesh
Dhar,Dhar,1971,1981,Madhya Pradesh
Dhar,Dhar,1981,1991,Madhya Pradesh
Dhar,Dhar,1991,2001,Madhya Pradesh
Dhar,Dhar,2001,2011,Madhya Pradesh
Dhar,Dhar,2011,2024,Madhya Pradesh
Dharmapuri,Dharmapuri,1971,1981,Tamil Nadu
Dharmapuri,Dharmapuri,1971,1981,Tamil Nadu
Dharmapuri,Dharmapuri,1981,1991,Tamil Nadu
Dharmapuri,Dharmapuri,1981,1991,Tamil Nadu
Dharmapuri,Dharmapuri,1991,2001,Tamil Nadu
Dharmapuri,Dharmapuri,1991,2001,Tamil Nadu
Dharmapuri,Dharmapuri,2001,2011,Tamil Nadu
Dharmapuri,Krishnagiri,2001,2011,Tamil Nadu
Dharmapuri,Dharmapuri,2011,2024,Tamil Nadu
Dharwad,Dharwad,1981,1991,Karnataka
Dharwad,Dharwad,1981,1991,Karnataka
Dharwad,Dharwad,1981,1991,Karnataka
Dharwad,Dharwad,1991,2001,Karnataka
Dharwad,Gadag,1991,2001,Karnataka
Dharwad,Haveri,1991,2001,Karnataka
Dharwad,Dharwad,2001,2011,Karnataka
Dharwad,Dharwad,2011,2024,Karnataka
Dharwar,Dharwar,1951,1961,Karnataka
Dharwar,Dharwar,1951,1961,Karnataka
Dharwar,Dharwar,1951,1961,Karnataka
Dharwar,Dharwar,1961,1971,Karnataka
Dharwar,Dharwar,1961,1971,Karnataka
Dharwar,Dharwar,1961,1971,Karnataka
Dharwar,Dharwad,1971,1981,Karnataka
Dharwar,Dharwad,1971,1981,Karnataka
Dharwar,Dharwad,1971,1981,Karnataka
Dhaulpur,Dhaulpur,1991,2001,Rajasthan
Dhaulpur,Dhaulpur,2001,2011,Rajasthan
Dhaulpur,Dhaulpur,2011,2024,Rajasthan
Dhemaji,Dhemaji,1991,2001,Assam
Dhemaji,Dhemaji,2001,2011,Assam
Dhemaji,Dhemaji,2011,2024,Assam
Dhenkanal,Dhenkanal,1951,1961,Odisha
Dhenkanal,Dhenkanal,1951,1961,Odisha
Dhenkanal,Dhenkanal,1961,1971,Odisha
Dhenkanal,Dhenkanal,1961,1971,Odisha
Dhenkanal,Dhenkanal,1971,1981,Odisha
Dhenkanal,Dhenkanal,1971,1981,Odisha
Dhenkanal,Dhenkanal,1981,1991,Odisha
Dhenkanal,Dhenkanal,1981,1991,Odisha
Dhenkanal,Dhenkanal,1991,2001,Odisha
Dhenkanal,Anugul,1991,2001,Odisha
Dhenkanal,Dhenkanal,2001,2011,Odisha
Dhenkanal,Dhenkanal,2011,2024,Odisha
Dhubri,Dhubri,2011,2024,Assam
Dhubri,South Salmara-Mankachar,2011,2024,Assam
Dhuburi,Dhuburi,1991,2001,Assam
Dhuburi,Dhuburi,1991,2001,Assam
Dhuburi,Dhubri,2001,2011,Assam
Dhuburi,Dhubri,2001,2011,Assam
Dhule,Dhule,1981,1991,Maharashtra
Dhule,Dhule,1981,1991,Maharashtra
Dhule,Dhule,1991,2001,Maharashtra
Dhule,Nandurbar,1991,2001,Maharashtra
Dhule,Dhule,2001,2011,Maharashtra
Dhule,Dhule,2011,2024,Maharashtra
Dhulia,Dhulia,1961,1971,Maharashtra
Dhulia,Dhulia,1961,1971,Maharashtra
Dhulia,Dhule,1971,1981,Maharashtra
Dhulia,Dhule,1971,1981,Maharashtra
Dibang Valley,Dibang Valley,1981,1991,Arunachal Pradesh
Dibang Valley,Dibang Valley,1981,1991,Arunachal Pradesh
Dibang Valley,Dibang Valley,1991,2001,Arunachal Pradesh
Dibang Valley,Dibang Valley,1991,2001,Arunachal Pradesh
Dibang Valley,Dibang Valley,2001,2011,Arunachal Pradesh
Dibang Valley,Lower Dibang Valley,2001,2011,Arunachal Pradesh
Dibang Valley,Dibang Valley,2011,2024,Arunachal Pradesh
Dibrugarh,Tinsukia,1981,1991,Assam
Dibrugarh,Dibrugarh,1981,1991,Assam
Dibrugarh,Dibrugarh,1991,2001,Assam
Dibrugarh,Dibrugarh,2001,2011,Assam
Dibrugarh,Dibrugarh,2011,2024,Assam
Dima Hasao,Dima Hasao,2011,2024,Assam
Dimapur,Dimapur,2001,2011,Nagaland
Dimapur,Dimapur,2001,2011,Nagaland
Dimapur,Dimapur,2001,2011,Nagaland
Dimapur,Dimapur,2011,2024,Nagaland
Dimapur,Chumoukedima,2011,2024,Nagaland
Dimapur,Niuland,2011,2024,Nagaland
Dindigul,Dindigul,2001,2011,Tamil Nadu
Dindigul,Dindigul,2011,2024,Tamil Nadu
Dindigul Anna,Dindigul,1991,2001,Tamil Nadu
Dindori,Dindori,2001,2011,Madhya Pradesh
Dindori,Dindori,2011,2024,Madhya Pradesh
Diu,Diu,1951,1961,Daman & Diu
Diu,Diu,1961,1971,Daman & Diu
Diu,Diu,1971,1981,Daman & Diu
Diu,Diu,1981,1991,Daman & Diu
Diu,Diu,1991,2001,Daman & Diu
Diu,Diu,2001,2011,Daman & Diu
Diu,Diu,2011,2024,Daman & Diu
Doda,Doda,1961,1971,Jammu & Kashmir
Doda,Doda,1961,1971,Jammu & Kashmir
Doda,Doda,1961,1971,Jammu & Kashmir
Doda,Doda,1971,1981,Jammu & Kashmir
Doda,Doda,1971,1981,Jammu & Kashmir
Doda,Doda,1971,1981,Jammu & Kashmir
Doda,Doda,1981,1991,Jammu & Kashmir
Doda,Doda,1981,1991,Jammu & Kashmir
Doda,Doda,1981,1991,Jammu & Kashmir
Doda,Doda,1991,2001,Jammu & Kashmir
Doda,Doda,1991,2001,Jammu & Kashmir
Doda,Doda,1991,2001,Jammu & Kashmir
Doda,Doda,2001,2011,Jammu & Kashmir
Doda,Ramban,2001,2011,Jammu & Kashmir
Doda,Kishtwar,2001,2011,Jammu & Kashmir
Doda,Doda,2011,2024,Jammu & Kashmir
Dohad,Dohad,2001,2011,Gujarat
Dohad,Dohad,2011,2024,Gujarat
Dumka,Dumka,1991,2001,Jharkhand
Dumka,Dumka,1991,2001,Jharkhand
Dumka,Dumka,2001,2011,Jharkhand
Dumka,Jamtara,2001,2011,Jharkhand
Dumka,Dumka,2011,2024,Jharkhand
Dungarpur,Dungarpur,1951,1961,Rajasthan
Dungarpur,Dungarpur,1961,1971,Rajasthan
Dungarpur,Dungarpur,1971,1981,Rajasthan
Dungarpur,Dungarpur,1981,1991,Rajasthan
Dungarpur,Dungarpur,1991,2001,Rajasthan
Dungarpur,Dungarpur,2001,2011,Rajasthan
Dungarpur,Dungarpur,2011,2024,Rajasthan
Durg,Durg,1951,1961,Chhattisgarh
Durg,Durg,1951,1961,Chhattisgarh
Durg,Durg,1951,1961,Chhattisgarh
Durg,Durg,1951,1961,Chhattisgarh
Durg,Durg,1951,1961,Chhattisgarh
Durg,Durg,1961,1971,Chhattisgarh
Durg,Durg,1961,1971,Chhattisgarh
Durg,Durg,1961,1971,Chhattisgarh
Durg,Durg,1961,1971,Chhattisgarh
Durg,Durg,1961,1971,Chhattisgarh
Durg,Raj Nandgaon,1971,1981,Chhattisgarh
Durg,Raj Nandgaon,1971,1981,Chhattisgarh
Durg,Durg,1971,1981,Chhattisgarh
Durg,Durg,1971,1981,Chhattisgarh
Durg,Durg,1971,1981,Chhattisgarh
Durg,Durg,1981,1991,Chhattisgarh
Durg,Durg,1981,1991,Chhattisgarh
Durg,Durg,1981,1991,Chhattisgarh
Durg,Durg,1991,2001,Chhattisgarh
Durg,Durg,1991,2001,Chhattisgarh
Durg,Durg,1991,2001,Chhattisgarh
Durg,Durg,2001,2011,Chhattisgarh
Durg,Durg,2001,2011,Chhattisgarh
Durg,Durg,2001,2011,Chhattisgarh
Durg,Durg,2011,2024,Chhattisgarh
Durg,Balod,2011,2024,Chhattisgarh
Durg,Bemetara,2011,2024,Chhattisgarh
East,East,2001,2011,Delhi
East,Shahdara,2011,2024,Delhi
East,East,2001,2011,NCT of Delhi
East,East,2011,2024,NCT of Delhi
East,East,2001,2011,Sikkim
East,East,2001,2011,Sikkim
East,Gangtok,2011,2024,Sikkim
East,Pakyong,2011,2024,Sikkim
East District,East District,1981,1991,Sikkim
East District,East District,1981,1991,Sikkim
East District,East,1991,2001,Sikkim
East District,East,1991,2001,Sikkim
East Garo Hills,East Garo Hills,1981,1991,Meghalaya
East Garo Hills,East Garo Hills,1981,1991,Meghalaya
East Garo Hills,East Garo Hills,1991,2001,Meghalaya
East Garo Hills,East Garo Hills,1991,2001,Meghalaya
East Garo Hills,East Garo Hills,2001,2011,Meghalaya
East Garo Hills,East Garo Hills,2001,2011,Meghalaya
East Garo Hills,East Garo Hills,2011,2024,Meghalaya
East Garo Hills,North Garo Hills,2011,2024,Meghalaya
East Godavari,East Godavari,1951,1961,Andhra Pradesh
East Godavari,East Godavari,1951,1961,Andhra Pradesh
East Godavari,East Godavari,1951,1961,Andhra Pradesh
East Godavari,East Godavari,1951,1961,Andhra Pradesh
East Godavari,East Godavari,1961,1971,Andhra Pradesh
East Godavari,East Godavari,1961,1971,Andhra Pradesh
East Godavari,East Godavari,1961,1971,Andhra Pradesh
East Godavari,East Godavari,1961,1971,Andhra Pradesh
East Godavari,East Godavari,1971,1981,Andhra Pradesh
East Godavari,East Godavari,1971,1981,Andhra Pradesh
East Godavari,East Godavari,1971,1981,Andhra Pradesh
East Godavari,East Godavari,1971,1981,Andhra Pradesh
East Godavari,East Godavari,1981,1991,Andhra Pradesh
East Godavari,East Godavari,1981,1991,Andhra Pradesh
East Godavari,East Godavari,1981,1991,Andhra Pradesh
East Godavari,East Godavari,1981,1991,Andhra Pradesh
East Godavari,East Godavari,1991,2001,Andhra Pradesh
East Godavari,East Godavari,1991,2001,Andhra Pradesh
East Godavari,East Godavari,1991,2001,Andhra Pradesh
East Godavari,East Godavari,1991,2001,Andhra Pradesh
East Godavari,East Godavari,2001,2011,Andhra Pradesh
East Godavari,East Godavari,2001,2011,Andhra Pradesh
East Godavari,East Godavari,2001,2011,Andhra Pradesh
East Godavari,East Godavari,2001,2011,Andhra Pradesh
East Godavari,East Godavari,2011,2024,Andhra Pradesh
East Godavari,Alluri Sitharama Raju,2011,2024,Andhra Pradesh
East Godavari,Dr. B. R. Ambedkar Konaseema,2011,2024,Andhra Pradesh
East Godavari,Kakinada,2011,2024,Andhra Pradesh
East Kameng,East Kameng,1981,1991,Arunachal Pradesh
East Kameng,East Kameng,1981,1991,Arunachal Pradesh
East Kameng,East Kameng,1991,2001,Arunachal Pradesh
East Kameng,East Kameng,1991,2001,Arunachal Pradesh
East Kameng,East Kameng,2001,2011,Arunachal Pradesh
East Kameng,East Kameng,2001,2011,Arunachal Pradesh
East Kameng,East Kameng,2011,2024,Arunachal Pradesh
East Kameng,Pakke-Kesang,2011,2024,Arunachal Pradesh
East Khandesh,Jalgaon,1951,1961,Maharashtra
East Khasi Hills,East Khasi Hills,1981,1991,Meghalaya
East Khasi Hills,East Khasi Hills,1981,1991,Meghalaya
East Khasi Hills,Ri Bhoi,1991,2001,Meghalaya
East Khasi Hills,East Khasi Hills,1991,2001,Meghalaya
East Khasi Hills,East Khasi Hills,2001,2011,Meghalaya
East Khasi Hills,East Khasi Hills,2011,2024,Meghalaya
East Nimar,Khandwa,1961,1971,Madhya Pradesh
East Nimar,Khandwa,1961,1971,Madhya Pradesh
East Nimar,East Nimar,1981,1991,Madhya Pradesh
East Nimar,East Nimar,1981,1991,Madhya Pradesh
East Nimar,East Nimar,1991,2001,Madhya Pradesh
East Nimar,East Nimar,1991,2001,Madhya Pradesh
East Nimar,Khandwa (East Nimar),2001,2011,Madhya Pradesh
East Nimar,Burhanpur,2001,2011,Madhya Pradesh
East Siang,East Siang,1981,1991,Arunachal Pradesh
East Siang,East Siang,1981,1991,Arunachal Pradesh
East Siang,East Siang,1981,1991,Arunachal Pradesh
East Siang,East Siang,1981,1991,Arunachal Pradesh
East Siang,East Siang,1981,1991,Arunachal Pradesh
East Siang,East Siang,1991,2001,Arunachal Pradesh
East Siang,East Siang,1991,2001,Arunachal Pradesh
East Siang,East Siang,1991,2001,Arunachal Pradesh
East Siang,East Siang,1991,2001,Arunachal Pradesh
East Siang,Upper Siang,1991,2001,Arunachal Pradesh
East Siang,East Siang,2001,2011,Arunachal Pradesh
East Siang,East Siang,2001,2011,Arunachal Pradesh
East Siang,East Siang,2001,2011,Arunachal Pradesh
East Siang,East Siang,2001,2011,Arunachal Pradesh
East Siang,East Siang,2011,2024,Arunachal Pradesh
East Siang,Siang,2011,2024,Arunachal Pradesh
East Siang,Lower Siang,2011,2024,Arunachal Pradesh
East Siang,Lepa - Rada,2011,2024,Arunachal Pradesh
Ernakulam,Ernakulam,1961,1971,Kerala
Ernakulam,Ernakulam,1961,1971,Kerala
Ernakulam,Ernakulam,1971,1981,Kerala
Ernakulam,Idukki,1971,1981,Kerala
Ernakulam,Ernakulam,1981,1991,Kerala
Ernakulam,Ernakulam,1991,2001,Kerala
Ernakulam,Ernakulam,2001,2011,Kerala
Ernakulam,Ernakulam,2011,2024,Kerala
Erode,Erode,2001,2011,Tamil Nadu
Erode,Tiruppur,2001,2011,Tamil Nadu
Erode,Erode,2011,2024,Tamil Nadu
Etah,Etah,1951,1961,Uttar Pradesh
Etah,Etah,1951,1961,Uttar Pradesh
Etah,Etah,1961,1971,Uttar Pradesh
Etah,Etah,1961,1971,Uttar Pradesh
Etah,Etah,1971,1981,Uttar Pradesh
Etah,Etah,1971,1981,Uttar Pradesh
Etah,Etah,1981,1991,Uttar Pradesh
Etah,Etah,1981,1991,Uttar Pradesh
Etah,Etah,1991,2001,Uttar Pradesh
Etah,Etah,1991,2001,Uttar Pradesh
Etah,Etah,2001,2011,Uttar Pradesh
Etah,Kanshiram Nagar,2001,2011,Uttar Pradesh
Etah,Etah,2011,2024,Uttar Pradesh
Etawah,Etawah,1951,1961,Uttar Pradesh
Etawah,Etawah,1951,1961,Uttar Pradesh
Etawah,Etawah,1961,1971,Uttar Pradesh
Etawah,Etawah,1961,1971,Uttar Pradesh
Etawah,Etawah,1971,1981,Uttar Pradesh
Etawah,Etawah,1971,1981,Uttar Pradesh
Etawah,Etawah,1981,1991,Uttar Pradesh
Etawah,Etawah,1981,1991,Uttar Pradesh
Etawah,Auraiya,1991,2001,Uttar Pradesh
Etawah,Etawah',1991,2001,Uttar Pradesh
Etawah,Etawah,2011,2024,Uttar Pradesh
Etawah',Etawah,2001,2011,Uttar Pradesh
Faizabad,Faizabad,1951,1961,Uttar Pradesh
Faizabad,Faizabad,1951,1961,Uttar Pradesh
Faizabad,Faizabad,1961,1971,Uttar Pradesh
Faizabad,Faizabad,1961,1971,Uttar Pradesh
Faizabad,Faizabad,1971,1981,Uttar Pradesh
Faizabad,Faizabad,1971,1981,Uttar Pradesh
Faizabad,Faizabad,1981,1991,Uttar Pradesh
Faizabad,Faizabad,1981,1991,Uttar Pradesh
Faizabad,Ambedkar Nagar,1991,2001,Uttar Pradesh
Faizabad,Faizabad,1991,2001,Uttar Pradesh
Faizabad,Faizabad,2001,2011,Uttar Pradesh
Faizabad,Ayodhya,2011,2024,Uttar Pradesh
Faridabad,Faridabad,1981,1991,Haryana
Faridabad,Faridabad,1981,1991,Haryana
Faridabad,Faridabad,1991,2001,Haryana
Faridabad,Faridabad,1991,2001,Haryana
Faridabad,Faridabad,2001,2011,Haryana
Faridabad,Palwal,2001,2011,Haryana
Faridabad,Faridabad,2011,2024,Haryana
Faridkot,Faridkot,1981,1991,Punjab
Faridkot,Faridkot,1981,1991,Punjab
Faridkot,Faridkot,1981,1991,Punjab
Faridkot,Faridkot,1981,1991,Punjab
Faridkot,Moga,1991,2001,Punjab
Faridkot,Faridkot,1991,2001,Punjab
Faridkot,Muktsar,1991,2001,Punjab
Faridkot,Faridkot,1991,2001,Punjab
Faridkot,Faridkot,2001,2011,Punjab
Faridkot,Faridkot,2001,2011,Punjab
Faridkot,Faridkot,2011,2024,Punjab
Faridkot,Faridkot,2011,2024,Punjab
Farrukhabad,Farrukhabad,1951,1961,Uttar Pradesh
Farrukhabad,Farrukhabad,1951,1961,Uttar Pradesh
Farrukhabad,Farrukhabad,1961,1971,Uttar Pradesh
Farrukhabad,Farrukhabad,1961,1971,Uttar Pradesh
Farrukhabad,Farrukhabad,1971,1981,Uttar Pradesh
Farrukhabad,Farrukhabad,1971,1981,Uttar Pradesh
Farrukhabad,Farrukhabad,1981,1991,Uttar Pradesh
Farrukhabad,Farrukhabad,1981,1991,Uttar Pradesh
Farrukhabad,Farrukhabad,1991,2001,Uttar Pradesh
Farrukhabad,Kannauj,1991,2001,Uttar Pradesh
Farrukhabad,Farrukhabad,2001,2011,Uttar Pradesh
Farrukhabad,Farrukhabad,2011,2024,Uttar Pradesh
Fatehabad,Fatehabad,2001,2011,Haryana
Fatehabad,Fatehabad,2011,2024,Haryana
Fatehgarh Sahib,Patiala,1951,1961,Punjab
Fatehgarh Sahib,Fatehgarh Sahib,2001,2011,Punjab
Fatehgarh Sahib,Fatehgarh Sahib,2011,2024,Punjab
Fatehpur,Fatehpur,1951,1961,Uttar Pradesh
Fatehpur,Fatehpur,1961,1971,Uttar Pradesh
Fatehpur,Fatehpur,1971,1981,Uttar Pradesh
Fatehpur,Fatehpur,1981,1991,Uttar Pradesh
Fatehpur,Fatehpur,1991,2001,Uttar Pradesh
Fatehpur,Fatehpur,2001,2011,Uttar Pradesh
Fatehpur,Fatehpur,2011,2024,Uttar Pradesh
Ferozepur,Ferozepur,1951,1961,Punjab
Ferozepur,Ferozepur,1951,1961,Punjab
Ferozepur,Ferozepur,1951,1961,Punjab
